연도,시도,시군구,사고건수,사망자수,부상자수,치사율,차대사람,차대차,차량단독,철길건널목,과속,중앙선 침범,신호위반,안전거리 미확보,안전운전 의무 불이행,보행자 보호의무 위반,교차로 통행방법 위반,기타
2021,충청북도,충청북도 증평군,210,3,310,1.43,27,170,13,0,0,7,30,18,102,2,5,46
2021,충청북도,충청북도 진천군,491,16,703,3.26,50,412,29,0,0,45,47,63,239,34,8,55
2021,충청북도,충청북도 청주시,4141,49,6192,1.18,557,3471,113,0,0,157,566,359,2247,362,113,337
2021,충청북도,충청북도 충주시,1147,25,1797,2.18,146,949,52,0,0,76,148,149,545,48,25,156
2022,강원도,강원도 강릉시,712,14,1046,1.97,159,544,9,0,0,52,89,7,497,0,48,19
2022,강원도,강원도 고성군,146,2,245,1.37,21,122,3,0,0,8,5,12,91,18,0,12
2022,강원도,강원도 동해시,310,6,476,1.94,53,251,6,0,0,15,32,25,158,48,17,15
2022,강원도,강원도 삼척시,209,8,289,3.83,54,139,16,0,0,18,22,16,122,2,9,20
2022,강원도,강원도 속초시,413,5,664,1.21,86,322,5,0,0,14,42,30,226,45,23,33
2022,강원도,강원도 양구군,79,5,107,6.33,13,59,7,0,0,11,3,1,40,2,2,20
2022,강원도,강원도 양양군,156,8,289,5.13,30,121,5,0,0,11,16,14,96,8,4,7
2022,강원도,강원도 영월군,149,8,247,5.37,23,101,25,0,0,19,7,7,70,18,4,24
2022,강원도,강원도 원주시,1578,18,2427,1.14,252,1303,23,0,0,70,220,195,748,111,66,168
2022,강원도,강원도 인제군,89,5,151,5.62,9,70,10,0,0,9,8,5,64,0,1,2
2022,강원도,강원도 정선군,158,3,246,1.9,22,119,17,0,0,15,10,9,93,7,2,22
2022,강원도,강원도 철원군,113,1,178,0.88,28,77,8,0,0,10,10,2,66,4,5,16
2022,강원도,강원도 춘천시,1382,17,2170,1.23,257,1072,53,0,0,70,143,165,651,100,79,174
2022,강원도,강원도 태백시,228,3,361,1.32,31,191,6,0,0,15,17,19,97,55,4,21
2022,강원도,강원도 평창군,196,13,354,6.63,18,158,20,0,0,22,15,17,100,9,2,31
2022,강원도,강원도 홍천군,268,9,496,3.36,39,210,19,0,0,24,12,31,117,15,12,57
2022,강원도,강원도 화천군,87,4,161,4.6,11,69,7,0,0,24,0,3,35,19,0,6
2022,강원도,강원도 횡성군,152,10,253,6.58,19,127,6,0,0,20,4,13,92,5,3,15
2022,경기도,경기도 가평군,400,3,675,0.75,61,312,27,0,0,39,24,43,238,17,6,33
2022,경기도,경기도 고양시,3588,37,5079,1.03,615,2816,157,0,0,110,479,338,2010,233,134,284
2022,경기도,경기도 과천시,208,4,354,1.92,24,172,12,0,0,4,20,49,114,6,6,9
2022,경기도,경기도 광명시,950,10,1300,1.05,166,728,56,0,0,23,152,124,523,46,29,53
2022,경기도,경기도 광주시,2178,12,3251,0.55,342,1752,84,0,0,150,177,274,1205,164,66,142
2022,경기도,경기도 구리시,716,2,1102,0.28,116,582,18,0,0,14,83,119,419,20,28,33
2022,경기도,경기도 군포시,593,9,867,1.52,150,410,33,0,0,12,75,28,387,12,34,45
2022,경기도,경기도 김포시,1933,11,2926,0.57,237,1615,81,0,0,75,268,129,1003,241,53,164
2022,경기도,경기도 남양주시,1970,24,2927,1.22,409,1498,63,0,0,94,278,242,1071,98,79,108
2022,경기도,경기도 동두천시,273,5,376,1.83,48,219,6,0,0,15,35,16,144,11,11,41
2022,경기도,경기도 부천시,3457,18,4695,0.52,746,2600,111,0,0,76,392,326,1841,360,116,346
2022,경기도,경기도 성남시,3599,27,5063,0.75,694,2789,116,0,0,80,526,560,1895,214,135,189
2022,경기도,경기도 수원시,4705,25,6569,0.53,922,3644,139,0,0,110,703,600,2517,267,132,376
2022,경기도,경기도 시흥시,2372,22,3493,0.93,317,1978,77,0,0,77,416,374,1135,107,54,209
2022,경기도,경기도 안산시,3685,22,5388,0.6,520,3067,98,0,0,129,526,474,1885,279,66,326
2022,경기도,경기도 안성시,896,17,1499,1.9,136,723,37,0,0,59,92,106,443,38,34,124
2022,경기도,경기도 안양시,1134,15,1616,1.32,237,836,61,0,0,22,185,212,507,82,36,90
2022,경기도,경기도 양주시,1123,14,1595,1.25,142,927,54,0,0,52,173,118,637,75,17,51
2022,경기도,경기도 양평군,490,15,751,3.06,87,381,22,0,0,55,20,12,332,38,20,13
2022,경기도,경기도 여주시,558,15,940,2.69,74,441,43,0,0,38,57,56,316,11,12,68
2022,경기도,경기도 연천군,178,8,283,4.49,24,141,13,0,0,12,17,22,98,13,1,15
2022,경기도,경기도 오산시,997,10,1418,1.0,153,813,31,0,0,37,131,54,618,83,33,41
2022,경기도,경기도 용인시,3562,32,5477,0.9,491,2970,101,0,0,124,392,366,2074,320,116,170
2022,경기도,경기도 의왕시,300,10,471,3.33,37,256,7,0,0,8,38,39,190,1,9,15
2022,경기도,경기도 의정부시,1683,13,2304,0.77,387,1243,53,0,0,52,226,141,1009,97,46,112
2022,경기도,경기도 이천시,1050,20,1607,1.9,163,856,31,0,0,54,134,83,568,86,31,94
2022,경기도,경기도 파주시,1673,27,2372,1.61,303,1278,92,0,0,79,239,79,1053,93,59,71
2022,경기도,경기도 평택시,3508,56,5246,1.6,556,2845,107,0,0,118,538,237,1853,222,89,451
2022,경기도,경기도 포천시,826,16,1336,1.94,122,670,34,0,0,66,79,90,500,18,13,60
2022,경기도,경기도 하남시,1133,5,1629,0.44,152,938,43,0,0,33,141,154,664,74,27,40
2022,경기도,경기도 화성시,3230,43,4768,1.33,431,2678,121,0,0,166,409,259,1814,253,91,238
2022,경상남도,경상남도 거제시,698,14,933,2.01,169,495,34,0,0,42,66,48,368,64,58,52
2022,경상남도,경상남도 거창군,228,10,305,4.39,31,167,30,0,0,13,23,9,120,16,12,35
2022,경상남도,경상남도 고성군,208,13,265,6.25,45,139,24,0,0,15,17,11,110,12,11,32
2022,경상남도,경상남도 김해시,1924,23,2660,1.2,356,1492,76,0,0,79,277,156,1095,95,82,140
2022,경상남도,경상남도 남해군,167,10,276,5.99,33,111,23,0,0,19,2,0,98,31,4,13
2022,경상남도,경상남도 밀양시,485,9,698,1.86,81,366,38,0,0,34,47,14,323,37,15,15
2022,경상남도,경상남도 사천시,592,8,921,1.35,100,460,32,0,0,31,55,22,354,52,20,58
2022,경상남도,경상남도 산청군,151,8,237,5.3,25,95,31,0,0,12,16,7,93,10,3,10
2022,경상남도,경상남도 양산시,1232,18,1608,1.46,188,996,48,0,0,61,150,114,696,95,40,76
2022,경상남도,경상남도 의령군,112,6,130,5.36,20,71,21,0,0,10,6,1,66,18,3,8
2022,경상남도,경상남도 진주시,568,25,684,4.4,185,360,23,0,0,43,78,17,330,20,58,22
2022,경상남도,경상남도 창녕군,227,9,328,3.96,28,179,20,0,0,11,22,6,157,6,3,22
2022,경상남도,경상남도 창원시,2649,61,3510,2.3,604,1928,117,0,0,82,354,150,1636,128,131,168
2022,경상남도,경상남도 통영시,630,7,915,1.11,130,457,43,0,0,32,47,65,363,34,29,60
2022,경상남도,경상남도 하동군,127,9,188,7.09,23,90,14,0,0,22,13,3,76,3,3,7
2022,경상남도,경상남도 함안군,266,9,378,3.38,31,208,27,0,0,19,20,10,159,27,7,24
2022,경상남도,경상남도 함양군,196,11,280,5.61,44,120,32,0,0,6,10,2,118,37,6,17
2022,경상남도,경상남도 합천군,151,8,229,5.3,25,93,33,0,0,12,8,1,101,19,2,8
2022,경상북도,경상북도 경산시,874,20,1202,2.29,208,650,16,0,0,38,108,52,482,61,65,68
2022,경상북도,경상북도 경주시,1206,35,1810,2.9,183,940,83,0,0,85,112,27,886,3,33,60
2022,경상북도,경상북도 고령군,154,11,222,7.14,19,110,25,0,0,17,5,2,113,11,2,4
2022,경상북도,경상북도 구미시,1652,29,2338,1.76,241,1342,69,0,0,88,164,99,980,142,40,139
2022,경상북도,경상북도 군위군(구),93,4,165,4.3,5,76,12,0,0,14,11,1,62,3,0,2
2022,경상북도,경상북도 김천시,428,17,603,3.97,71,326,31,0,0,25,33,23,231,55,16,45
2022,경상북도,경상북도 문경시,279,6,442,2.15,35,221,22,1,0,10,11,12,192,9,5,40
2022,경상북도,경상북도 봉화군,99,6,134,6.06,14,75,10,0,0,13,6,2,60,7,1,10
2022,경상북도,경상북도 상주시,445,23,654,5.17,52,351,42,0,0,25,24,32,262,52,13,37
2022,경상북도,경상북도 성주군,278,13,410,4.68,40,193,45,0,0,21,17,5,205,5,3,22
2022,경상북도,경상북도 안동시,727,26,1086,3.58,138,539,50,0,0,52,72,51,418,39,34,61
2022,경상북도,경상북도 영덕군,220,10,350,4.55,30,161,29,0,0,17,7,23,127,13,1,32
2022,경상북도,경상북도 영양군,47,3,66,6.38,10,31,6,0,0,5,1,6,24,1,3,7
2022,경상북도,경상북도 영주시,414,17,538,4.11,73,324,17,0,0,21,22,3,245,66,28,29
2022,경상북도,경상북도 영천시,413,20,613,4.84,77,301,34,1,0,27,28,9,303,9,15,22
2022,경상북도,경상북도 예천군,155,8,197,5.16,20,120,15,0,0,10,16,4,98,1,2,24
2022,경상북도,경상북도 울릉군,15,0,23,0.0,6,7,2,0,0,0,2,0,12,0,0,1
2022,경상북도,경상북도 울진군,144,10,244,6.94,25,98,21,0,0,18,1,9,71,9,1,35
2022,경상북도,경상북도 의성군,223,9,305,4.04,39,149,35,0,0,18,12,3,148,3,3,36
2022,경상북도,경상북도 청도군,199,6,282,3.02,31,152,16,0,0,21,9,19,107,20,3,20
2022,경상북도,경상북도 청송군,93,2,132,2.15,12,63,18,0,0,13,1,4,62,4,0,9
2022,경상북도,경상북도 칠곡군,676,7,1073,1.04,76,551,49,0,0,21,41,64,375,56,15,104
2022,경상북도,경상북도 포항시,2203,27,3300,1.23,384,1722,97,0,0,111,233,158,1216,157,67,261
2022,광주광역시,광주광역시 광산구,2077,20,3164,0.96,300,1715,62,0,0,72,236,303,1037,159,51,219
2022,광주광역시,광주광역시 남구,661,3,912,0.45,134,516,11,0,0,17,63,102,379,59,17,24
2022,광주광역시,광주광역시 동구,571,6,831,1.05,149,397,25,0,0,15,69,88,289,27,15,68
2022,광주광역시,광주광역시 북구,2113,18,3201,0.85,394,1662,57,0,0,76,211,213,1235,162,64,152
2022,광주광역시,광주광역시 서구,1700,11,2614,0.65,260,1392,48,0,0,50,164,223,1026,105,56,76
2022,대구광역시,대구광역시 남구,643,3,898,0.47,122,501,20,0,0,29,67,49,365,35,22,76
2022,대구광역시,대구광역시 달서구,2558,15,3535,0.59,522,1985,51,0,0,54,241,350,1344,180,115,274
2022,대구광역시,대구광역시 달성군,837,10,1202,1.19,129,677,31,0,0,29,58,20,608,20,24,78
2022,대구광역시,대구광역시 동구,1522,8,2196,0.53,270,1194,58,0,0,45,122,230,871,76,50,128
2022,대구광역시,대구광역시 북구,1875,15,2661,0.8,299,1513,63,0,0,40,182,248,967,187,71,180
2022,대구광역시,대구광역시 서구,942,6,1313,0.64,179,729,34,0,0,19,88,125,548,32,17,113
2022,대구광역시,대구광역시 수성구,2005,8,2891,0.4,350,1608,47,0,0,30,179,241,1296,65,78,116
2022,대구광역시,대구광역시 중구,720,3,1025,0.42,227,467,26,0,0,14,62,105,428,27,27,57
2022,대전광역시,대전광역시 대덕구,923,10,1301,1.08,151,750,22,0,0,13,119,94,521,89,39,48
2022,대전광역시,대전광역시 동구,947,14,1369,1.48,201,726,20,0,0,30,135,89,535,40,56,62
2022,대전광역시,대전광역시 서구,2302,9,3239,0.39,469,1783,50,0,0,52,340,228,1405,81,78,118
2022,대전광역시,대전광역시 유성구,1645,13,2472,0.79,200,1411,34,0,0,32,278,212,947,75,44,57
2022,대전광역시,대전광역시 중구,1024,5,1469,0.49,228,750,46,0,0,33,129,128,545,57,60,72
2022,부산광역시,부산광역시 강서구,765,18,1100,2.35,59,682,24,0,0,28,132,93,428,25,13,46
2022,부산광역시,부산광역시 금정구,816,11,1105,1.35,248,543,25,0,0,20,80,90,399,65,60,102
2022,부산광역시,부산광역시 기장군,475,10,728,2.11,94,375,6,0,0,17,56,46,276,20,31,29
2022,부산광역시,부산광역시 남구,711,10,896,1.41,193,490,28,0,0,15,62,78,457,21,37,41
2022,부산광역시,부산광역시 동구,539,4,802,0.74,144,377,18,0,0,13,65,84,236,60,41,40
2022,부산광역시,부산광역시 동래구,819,7,1053,0.85,232,563,24,0,0,29,80,68,471,40,64,67
2022,부산광역시,부산광역시 부산진구,1535,10,2116,0.65,405,1080,50,0,0,37,235,227,758,68,89,121
2022,부산광역시,부산광역시 북구,447,4,605,0.89,111,329,7,0,0,20,55,64,224,22,23,39
2022,부산광역시,부산광역시 사상구,579,10,727,1.73,154,411,14,0,0,14,72,79,326,25,30,33
2022,부산광역시,부산광역시 사하구,916,7,1213,0.76,194,686,36,0,0,29,117,114,491,61,34,70
2022,부산광역시,부산광역시 서구,445,4,642,0.9,104,323,18,0,0,23,61,51,215,30,18,47
2022,부산광역시,부산광역시 수영구,717,3,953,0.42,195,509,13,0,0,17,71,70,425,45,30,59
2022,부산광역시,부산광역시 연제구,646,4,850,0.62,148,484,14,0,0,22,89,64,302,66,33,70
2022,부산광역시,부산광역시 영도구,298,2,412,0.67,101,181,16,0,0,6,17,18,186,24,22,25
2022,부산광역시,부산광역시 중구,357,3,479,0.84,115,226,16,0,0,12,55,20,195,33,7,35
2022,부산광역시,부산광역시 해운대구,817,6,1148,0.73,192,603,21,1,0,30,93,103,426,52,49,64
2022,서울특별시,서울특별시 강남구,3709,16,5052,0.43,771,2879,59,0,0,59,349,474,2369,138,102,218
2022,서울특별시,서울특별시 강동구,1151,7,1553,0.61,262,865,24,0,0,15,142,152,682,43,50,67
2022,서울특별시,서울특별시 강북구,1044,6,1266,0.57,321,676,47,0,0,22,96,137,605,26,46,112
2022,서울특별시,서울특별시 강서구,1606,15,2108,0.93,386,1178,42,0,0,41,192,153,1001,41,57,121
2022,서울특별시,서울특별시 관악구,1172,9,1535,0.77,283,851,38,0,0,23,135,150,656,87,40,81
2022,서울특별시,서울특별시 광진구,708,9,966,1.27,167,528,13,0,0,30,76,58,446,27,21,50
2022,서울특별시,서울특별시 구로구,1274,12,1691,0.94,291,935,48,0,0,32,140,154,748,49,40,111
2022,서울특별시,서울특별시 금천구,844,9,1152,1.07,208,603,33,0,0,29,96,98,527,5,26,63
2022,서울특별시,서울특별시 노원구,1384,6,1913,0.43,310,1030,44,0,0,37,159,190,780,44,68,106
2022,서울특별시,서울특별시 도봉구,522,2,705,0.38,159,343,20,0,0,14,69,30,316,20,18,55
2022,서울특별시,서울특별시 동대문구,1534,12,1843,0.78,415,1070,49,0,0,33,177,222,852,36,61,153
2022,서울특별시,서울특별시 동작구,1217,7,1651,0.58,302,862,53,0,0,25,145,200,680,47,38,82
2022,서울특별시,서울특별시 마포구,1065,10,1483,0.94,238,809,18,0,0,29,134,101,697,15,29,60
2022,서울특별시,서울특별시 서대문구,974,5,1303,0.51,255,658,61,0,0,17,125,110,524,65,46,87
2022,서울특별시,서울특별시 서초구,2264,8,3391,0.35,431,1791,42,0,0,25,203,338,1466,22,65,145
2022,서울특별시,서울특별시 성동구,948,8,1222,0.84,210,713,25,0,0,18,116,133,538,48,38,57
2022,서울특별시,서울특별시 성북구,1288,8,1626,0.62,297,946,45,0,0,38,137,191,715,38,58,111
2022,서울특별시,서울특별시 송파구,2581,9,3594,0.35,521,2012,48,0,0,60,308,332,1549,56,76,200
2022,서울특별시,서울특별시 양천구,1165,8,1529,0.69,260,877,28,0,0,18,133,206,624,29,55,100
2022,서울특별시,서울특별시 영등포구,1998,20,2707,1.0,384,1545,69,0,0,57,211,271,1228,20,69,142
2022,서울특별시,서울특별시 용산구,1014,11,1330,1.08,220,764,30,0,0,37,102,208,533,17,37,80
2022,서울특별시,서울특별시 은평구,918,9,1256,0.98,272,615,31,0,0,23,129,46,564,34,37,85
2022,서울특별시,서울특별시 종로구,974,3,1351,0.31,270,651,53,0,0,19,135,124,555,34,41,66
2022,서울특별시,서울특별시 중구,943,2,1212,0.21,221,691,31,0,0,19,113,202,497,17,41,54
2022,서울특별시,서울특별시 중랑구,1401,10,1890,0.71,353,1006,42,0,0,30,161,167,681,123,59,180
2022,세종특별자치시,세종특별자치시,932,17,1330,1.82,167,724,41,0,0,30,138,94,513,45,38,74
2022,울산광역시,울산광역시 남구,1094,5,1423,0.46,250,818,26,0,0,48,161,148,537,75,46,79
2022,울산광역시,울산광역시 동구,501,2,622,0.4,131,350,20,0,0,12,58,48,266,14,28,75
2022,울산광역시,울산광역시 북구,802,10,1247,1.25,114,644,44,0,0,29,103,107,430,41,26,66
2022,울산광역시,울산광역시 울주군,660,11,1005,1.67,113,491,56,0,0,62,61,99,308,36,22,72
2022,울산광역시,울산광역시 중구,603,4,880,0.66,144,443,16,0,0,16,95,51,341,25,34,41
2022,인천광역시,인천광역시 강화군,198,10,273,5.05,31,161,6,0,0,42,10,8,102,21,1,14
2022,인천광역시,인천광역시 계양구,613,7,856,1.14,102,495,16,0,0,14,51,47,435,14,22,30
2022,인천광역시,인천광역시 남동구,1563,15,2231,0.96,272,1257,34,0,0,28,232,184,830,105,59,125
2022,인천광역시,인천광역시 동구,113,0,158,0.0,25,85,3,0,0,1,14,10,71,4,7,6
2022,인천광역시,인천광역시 미추홀구,1250,15,1670,1.2,298,934,18,0,0,40,125,130,798,66,33,58
2022,인천광역시,인천광역시 부평구,1239,13,1561,1.05,322,885,32,0,0,29,130,84,854,19,33,90
2022,인천광역시,인천광역시 서구,1587,16,2206,1.01,291,1263,33,0,0,55,196,100,1067,45,44,80
2022,인천광역시,인천광역시 연수구,644,5,870,0.78,95,531,18,0,0,32,86,60,380,31,11,44
2022,인천광역시,인천광역시 옹진군,26,3,41,11.54,6,15,5,0,0,4,0,1,17,1,0,3
2022,인천광역시,인천광역시 중구,462,11,667,2.38,89,357,16,0,0,22,43,50,270,13,23,41
2022,전라남도,전라남도 강진군,244,5,401,2.05,36,166,42,0,0,31,3,10,132,11,1,56
2022,전라남도,전라남도 고흥군,255,9,380,3.53,43,174,38,0,0,16,8,2,178,17,0,34
2022,전라남도,전라남도 곡성군,102,6,161,5.88,17,77,8,0,0,10,5,2,60,2,1,22
2022,전라남도,전라남도 광양시,584,17,802,2.91,70,481,33,0,0,20,83,63,245,87,13,73
2022,전라남도,전라남도 구례군,113,2,168,1.77,23,67,23,0,0,6,0,2,65,12,1,27
2022,전라남도,전라남도 나주시,403,9,638,2.23,65,306,32,0,0,30,60,22,237,16,10,28
2022,전라남도,전라남도 담양군,302,9,498,2.98,43,223,36,0,0,21,19,22,182,3,2,53
2022,전라남도,전라남도 목포시,1373,17,2180,1.24,246,1103,24,0,0,53,203,45,836,92,37,107
2022,전라남도,전라남도 무안군,280,11,397,3.93,43,229,8,0,0,21,38,7,197,4,6,7
2022,전라남도,전라남도 보성군,154,5,225,3.25,17,104,32,1,0,16,4,8,82,10,6,28
2022,전라남도,전라남도 순천시,1154,23,1741,1.99,165,933,56,0,0,57,86,90,656,68,27,170
2022,전라남도,전라남도 신안군,97,8,171,8.25,13,64,20,0,0,14,0,1,68,7,0,7
2022,전라남도,전라남도 여수시,1384,13,1924,0.94,257,1077,50,0,0,48,134,66,881,143,38,74
2022,전라남도,전라남도 영광군,123,6,157,4.88,35,80,8,0,0,6,4,1,78,13,2,19
2022,전라남도,전라남도 영암군,391,14,668,3.58,35,315,41,0,0,24,46,40,202,23,4,52
2022,전라남도,전라남도 완도군,153,9,228,5.88,26,111,16,0,0,13,7,4,96,12,3,18
2022,전라남도,전라남도 장성군,192,6,312,3.13,23,149,20,0,0,9,18,5,140,6,3,11
2022,전라남도,전라남도 장흥군,241,3,400,1.24,44,149,48,0,0,18,12,25,146,17,1,22
2022,전라남도,전라남도 진도군,75,7,85,9.33,21,50,4,0,0,14,3,3,39,13,0,3
2022,전라남도,전라남도 함평군,152,7,244,4.61,22,109,21,0,0,6,4,7,87,17,1,30
2022,전라남도,전라남도 해남군,300,12,423,4.0,47,226,27,0,0,23,10,6,175,34,6,46
2022,전라남도,전라남도 화순군,263,3,408,1.14,37,196,30,0,0,17,22,21,126,31,11,35
2022,전라북도,전라북도 고창군,96,13,114,13.54,24,61,11,0,0,12,11,7,44,10,4,8
2022,전라북도,전라북도 군산시,1167,25,1654,2.14,238,887,42,0,0,54,177,58,659,38,52,129
2022,전라북도,전라북도 김제시,253,8,374,3.16,58,188,7,0,0,29,35,16,124,7,13,29
2022,전라북도,전라북도 남원시,278,14,386,5.04,45,213,20,0,0,26,29,17,127,21,10,48
2022,전라북도,전라북도 무주군,92,8,143,8.7,16,65,11,0,0,15,9,3,54,2,0,9
2022,전라북도,전라북도 부안군,140,10,190,7.14,32,95,13,0,0,22,4,7,69,11,12,15
2022,전라북도,전라북도 순창군,103,12,145,11.65,17,62,24,0,0,7,7,1,74,5,1,8
2022,전라북도,전라북도 완주군,218,20,311,9.17,33,174,11,0,0,23,39,16,103,8,12,17
2022,전라북도,전라북도 익산시,826,25,1185,3.03,171,635,20,0,0,44,114,32,431,44,46,115
2022,전라북도,전라북도 임실군,79,4,116,5.06,14,54,11,0,0,6,1,6,50,10,0,6
2022,전라북도,전라북도 장수군,40,4,52,10.0,11,25,4,0,0,4,2,0,21,8,3,2
2022,전라북도,전라북도 전주시,1918,26,2720,1.36,437,1445,36,0,0,91,362,110,1006,53,135,161
2022,전라북도,전라북도 정읍시,409,18,606,4.4,82,310,17,0,0,29,78,17,172,11,30,72
2022,전라북도,전라북도 진안군,62,7,95,11.29,17,33,12,0,0,9,0,2,38,0,2,11
2022,제주도,제주도 서귀포시,1249,14,1899,1.12,174,950,125,0,0,56,80,107,655,36,35,280
2022,제주도,제주도 제주시,2790,39,4122,1.4,574,2076,140,0,0,117,230,309,1413,179,181,361
2022,충청남도,충청남도 계룡시,47,2,72,4.26,9,33,5,0,0,5,5,1,20,4,4,8
2022,충청남도,충청남도 공주시,445,13,730,2.92,66,343,36,0,0,37,50,18,263,27,13,37
2022,충청남도,충청남도 금산군,137,6,183,4.38,44,83,10,0,0,6,10,2,89,15,8,7
2022,충청남도,충청남도 논산시,347,18,524,5.19,72,253,22,0,0,35,34,21,167,31,17,42
2022,충청남도,충청남도 당진시,529,20,762,3.78,87,424,18,0,0,32,47,48,315,44,19,24
2022,충청남도,충청남도 보령시,331,20,486,6.04,87,228,16,0,0,35,29,4,177,5,23,58
2022,충청남도,충청남도 부여군,198,9,290,4.55,43,133,22,0,0,29,9,6,104,14,15,21
2022,충청남도,충청남도 서산시,615,13,912,2.11,142,452,21,0,0,29,50,47,327,53,35,74
2022,충청남도,충청남도 서천군,274,9,397,3.28,62,174,38,0,0,19,20,12,164,7,9,43
2022,충청남도,충청남도 아산시,1267,21,1871,1.66,205,1026,36,0,0,68,169,28,828,48,56,70
2022,충청남도,충청남도 예산군,343,18,550,5.25,40,263,40,0,0,26,31,21,182,17,6,60
2022,충청남도,충청남도 천안시,2937,47,4157,1.6,497,2360,80,0,0,119,305,262,1707,182,86,276
2022,충청남도,충청남도 청양군,185,6,276,3.24,17,125,43,0,0,11,11,1,115,6,0,41
2022,충청남도,충청남도 태안군,267,8,436,3.0,55,193,19,0,0,29,26,9,145,26,8,24
2022,충청남도,충청남도 홍성군,242,20,318,8.26,46,190,6,0,0,19,41,6,152,6,10,8
2022,충청북도,충청북도 괴산군,188,9,297,4.79,20,140,28,0,0,17,12,12,93,9,0,45
2022,충청북도,충청북도 단양군,147,5,235,3.4,20,102,25,0,0,13,7,6,93,0,5,23
2022,충청북도,충청북도 보은군,134,4,217,2.99,21,104,9,0,0,12,10,7,61,36,2,6
2022,충청북도,충청북도 영동군,133,8,187,6.02,23,98,12,0,0,21,4,2,79,3,4,20
2022,충청북도,충청북도 옥천군,120,5,160,4.17,31,78,11,0,0,13,4,2,86,2,7,6
2022,충청북도,충청북도 음성군,537,12,820,2.23,64,436,37,0,0,46,60,41,262,81,12,35
2022,충청북도,충청북도 제천시,701,16,1158,2.28,115,551,35,0,0,28,83,103,302,24,27,134
2022,충청북도,충청북도 증평군,152,3,207,1.97,30,117,5,0,0,3,26,17,70,3,4,29
2022,충청북도,충청북도 진천군,440,7,666,1.59,49,372,19,0,0,22,40,41,250,42,12,33
